Annual Income,Company,Model,Price ($),Body Style,Cluster
2100000,25,85,18001,1,1
425000,4,57,60001,2,3
1670000,29,122,17001,4,1
1350000,5,35,20001,3,1
13500,4,57,17000,2,0
1050000,1,8,27001,0,3
835000,29,122,36000,4,3
637000,15,101,19000,4,3
1265000,19,66,18500,1,1
1100000,8,43,62000,4,1
1100000,17,74,9001,3,1
985000,13,73,15001,3,3
13500,18,51,19001,1,0
621000,3,119,19001,2,3
13500,18,51,49000,1,0
13500,14,84,54000,4,0
932000,5,95,21000,1,3
860000,2,4,69000,4,3
1000000,21,102,27000,3,3
1150000,5,95,44000,1,1
1025000,15,101,19500,4,3
13500,29,123,22000,0,0
13500,25,126,22000,3,0
1650000,5,35,14000,3,1
530000,6,39,12000,2,3
13500,29,24,12000,1,0
1082000,16,120,39200,3,3
13500,5,91,14000,0,0
630000,5,45,46000,3,3
837000,27,112,22000,1,3
13500,18,97,45000,0,0
1845000,28,18,45500,0,1
1471000,20,80,45100,3,1
13500,19,153,26000,2,0
410000,16,127,17000,0,3
800000,8,64,49001,0,3
13500,4,57,60001,2,0
2200000,8,151,19001,4,2
13500,18,51,21001,1,0
13500,9,27,12001,3,0
2650000,28,69,20001,3,2
13500,17,46,33001,1,0
3075000,7,115,45500,0,2
13500,20,137,60001,4,0
720000,8,60,10001,3,3
2540000,18,1,19001,4,2
13500,4,57,31001,2,0
13500,8,99,22000,1,0
13500,5,93,12000,2,0
13500,0,78,45000,2,0
1000000,16,127,26000,0,3
1150000,7,79,11000,4,1
1650000,18,55,12000,0,1
1435000,5,35,14500,3,1
13500,8,143,43000,3,0
845000,9,107,13000,0,3
13500,9,27,22000,3,0
700000,7,31,23000,0,3
1070000,28,106,27000,1,3
1270000,22,19,20000,1,1
830000,8,151,19000,4,3
522000,13,38,14000,4,3
13500,28,106,12000,1,0
930000,5,109,22000,0,3
1150000,6,2,22001,3,1
1500000,7,31,23000,0,1
1300000,16,23,15000,1,1
1416000,17,131,39600,4,1
1200000,20,137,25000,4,1
373000,26,65,26000,0,0
13500,14,68,12000,1,0
13500,28,106,13000,1,0
13500,8,47,29000,2,0
13500,5,93,37000,2,0
1550000,21,102,9000,3,1
2020000,18,1,39000,4,1
770000,5,109,15000,0,3
1782500,7,139,31250,1,1
13500,7,79,31000,4,0
2490000,27,112,27000,1,2
500000,14,84,25000,4,3
13500,18,51,17000,1,0
13500,29,124,25000,4,0
13500,21,110,15000,1,0
717000,27,30,31000,1,3
950000,3,105,23000,1,3
13500,8,47,29000,2,0
840000,16,23,17000,1,3
1170000,16,90,41000,0,1
462500,7,149,26500,3,3
13500,8,64,49000,0,0
942000,27,44,41000,2,3
13500,9,27,12000,3,0
13500,27,44,22000,2,0
700000,26,65,22000,0,3
13500,9,40,45001,1,0
2755000,6,133,46501,4,2
5450000,27,36,31001,3,2
3201000,26,65,17100,0,2
13500,7,52,27001,3,0
13500,9,103,27001,2,0
1815000,9,27,22501,3,1
13500,6,2,26001,3,0
1440000,7,149,26000,3,1
285000,16,127,26000,0,0
456000,11,76,51000,0,3
599500,6,82,26500,1,3
640000,29,24,82000,1,3
792000,27,136,19000,2,3
920000,6,82,26000,1,3
920000,2,7,29000,3,3
1300000,27,44,14000,2,1
1200000,28,106,27000,1,1
13500,8,60,41000,3,0
1650000,7,52,31000,3,1
5100000,18,51,12000,1,2
2670000,5,45,25000,3,2
460000,28,71,25000,0,3
13500,26,65,17000,0,0
940000,7,149,26000,3,3
13500,1,9,14000,3,0
13500,29,24,17000,1,0
13500,5,91,25000,0,0
650000,28,69,20000,3,3
2370000,7,115,20000,0,2
13500,18,97,53000,0,0
870000,7,49,12000,4,3
975000,29,123,22000,0,3
650000,21,110,71000,1,3
850000,25,85,13000,1,3
560000,28,69,25000,3,3
13500,21,102,22000,3,0
540000,13,152,19000,1,3
1150000,21,102,27000,3,1
868000,14,84,18000,4,3
1700000,7,117,22001,2,1
13500,8,60,10001,3,0
666000,28,106,12001,1,3
13500,3,119,46001,2,0
13500,21,150,75001,2,0
4620000,10,56,22001,4,2
13500,19,108,21000,0,0
1240000,25,85,18001,1,1
1079700,17,148,14971,2,3
1302000,6,82,20201,1,1
400000,28,18,45000,0,3
1108000,22,72,19801,3,1
1250000,28,28,17001,4,1
1195000,23,33,26501,0,1
1700000,21,150,20001,2,1
1240000,4,57,29001,2,1
685000,16,25,29001,3,3
615000,4,50,69000,3,3
1150000,26,65,22000,0,1
13500,2,4,16000,4,0
470000,8,47,29000,2,3
13500,25,126,20000,3,0
515000,8,143,12000,3,3
603500,2,3,9500,1,3
870000,19,14,20000,1,3
850000,8,61,42000,1,3
730000,22,140,28000,4,3
1060000,14,68,12000,1,3
1500000,22,19,36000,1,1
13500,25,83,14000,4,0
1251000,7,149,23100,3,1
530000,23,33,22000,0,3
13500,16,120,14000,3,0
950000,16,23,12000,1,3
675000,28,71,17000,0,3
599900,7,115,39900,0,3
13500,28,28,17000,4,0
13500,22,63,43000,0,0
13500,15,145,18000,1,0
1189000,18,51,18900,1,1
610000,22,75,19000,2,3
13500,22,75,19000,2,0
762500,23,33,26500,0,3
13500,4,135,17001,0,0
492000,15,145,33000,1,3
891000,3,105,29000,1,3
806000,21,150,22000,2,3
13500,8,61,41000,1,0
1575000,5,93,31500,2,1
13500,17,74,19000,3,0
1155000,18,51,25500,1,1
635000,9,27,31000,3,3
975000,19,92,22000,4,3
13500,5,109,21000,0,0
560000,19,66,18000,1,3
660000,11,76,49000,0,3
961000,2,3,21000,1,3
979888,6,133,21880,4,3
1650000,16,23,12000,1,1
13500,4,57,60000,2,0
355000,20,80,39000,3,0
550000,21,110,16000,1,3
420000,28,106,13000,1,3
345000,25,83,24000,4,0
399000,0,141,14000,1,3
940000,16,129,71000,1,3
1105000,4,57,31500,2,1
700000,1,8,12000,0,3
965000,21,150,75000,2,3
13500,21,110,71000,1,0
13500,25,125,33000,0,0
700000,18,51,21000,1,3
615000,16,128,19000,2,3
775000,5,89,12000,2,3
735000,27,30,29000,1,3
410000,22,75,42000,2,3
1270000,13,73,19000,3,1
1081000,27,36,14100,3,3
550000,0,113,24000,3,3
1000000,1,10,44000,2,3
780000,4,57,31000,2,3
962000,16,128,46001,2,3
1260000,8,62,22001,2,1
810000,6,2,26001,3,3
843000,21,102,27001,3,3
440000,27,36,45001,3,3
520000,18,1,24001,4,3
13500,21,150,22001,2,0
13500,22,75,19001,2,0
13500,15,145,17000,1,0
631000,4,135,44000,0,3
13500,9,12,19000,4,0
13500,28,106,13000,1,0
13500,14,67,51000,2,0
13500,2,3,19000,1,0
2000000,0,141,21000,1,1
561000,14,54,16001,0,3
1250000,18,97,39000,0,1
662500,16,23,12500,1,3
700000,5,77,14000,1,3
1275000,25,130,25500,2,1
600000,5,95,44001,1,3
457500,15,101,19501,4,3
1121000,27,142,53100,0,1
305000,20,80,45001,3,0
670000,9,12,43001,4,3
1600000,5,93,12001,2,1
13500,28,28,25001,4,0
1730000,17,131,26001,4,1
13500,26,65,22001,0,0
3000000,19,108,75001,0,2
13500,22,19,19000,1,0
1190000,5,45,25000,3,1
500000,1,9,15000,3,3
13500,6,144,17000,4,0
962000,1,8,12000,0,3
13500,20,137,26000,4,0
986500,7,79,11500,4,3
260000,20,137,15001,4,0
410000,2,4,62001,4,3
930000,8,143,69001,3,3
1080000,22,19,20001,1,3
656000,8,151,19001,4,3
799900,13,38,14901,4,3
916000,28,106,12001,1,3
13500,12,121,21001,2,0
1185000,7,115,57500,0,1
13500,28,106,20001,1,0
1025000,0,141,28501,1,3
13500,3,119,19000,2,0
1425000,8,61,22500,1,1
1970000,16,25,22000,3,1
1300000,5,35,20000,3,1
740000,18,97,29000,0,3
753000,8,151,31000,4,3
330000,17,131,39000,4,0
13500,27,87,21000,3,0
920000,26,104,19001,3,3
395000,1,8,27000,0,3
560000,5,91,14000,0,3
680000,17,131,26001,4,3
2004000,28,71,35400,0,1
914000,6,2,22001,3,3
4300000,18,97,39000,0,2
770000,8,118,18000,0,3
1250000,17,46,28001,1,1
941000,2,3,19001,1,3
720000,22,75,69001,2,3
1300000,27,142,53000,0,1
13500,18,55,27000,0,0
1250000,17,46,26001,1,1
810000,4,58,34001,4,3
13500,20,80,39001,3,0
1900000,3,37,17001,0,1
547500,28,106,21500,1,3
881000,6,41,19001,0,3
1190000,8,60,18000,3,1
772000,20,21,26000,1,3
1000000,18,51,19000,1,3
1001000,16,128,17100,2,3
3190000,5,109,25001,0,2
1420000,3,105,62000,1,1
525000,16,127,26000,0,3
956000,16,120,18000,3,3
726000,8,118,18000,0,3
495000,20,137,26000,4,3
525000,16,120,10000,3,3
13500,5,91,16000,0,0
430000,23,32,20000,2,3
990000,28,106,27001,1,3
360000,16,127,17000,0,0
330000,14,68,53001,1,0
1275000,16,90,41500,0,1
277500,0,141,16501,1,0
637000,7,149,26001,3,3
1011000,27,5,26101,4,3
840000,15,101,27001,4,3
13500,14,68,12001,1,0
13500,27,44,14001,2,0
625000,28,106,27001,1,3
910000,8,60,41001,3,3
485000,7,52,31001,3,3
13500,18,51,12001,1,0
380000,5,45,25001,3,0
1090000,7,31,19000,0,3
1130000,22,140,18001,4,1
1290000,3,37,17000,0,1
970000,23,20,24001,3,3
1020000,7,115,25000,0,3
700000,9,27,31001,3,3
1100000,1,9,13001,3,1
750000,6,82,17001,1,3
1387000,20,48,15701,4,1
575500,5,93,31501,2,3
13500,0,113,34001,3,0
707000,19,108,31000,0,3
800000,29,24,17001,1,3
1004000,15,145,18401,1,3
13500,18,70,36001,2,0
795000,18,96,16001,3,3
963000,28,69,25001,3,3
13500,22,75,69001,2,0
650000,19,66,53001,1,3
1740000,5,77,22001,1,1
550000,25,85,18001,1,3
3025000,20,137,14501,4,2
2300000,24,0,69001,4,2
1290000,29,122,17001,4,1
3100000,28,106,13001,1,2
706500,7,149,23501,3,3
820000,13,152,13001,1,3
590000,20,48,41000,4,3
506000,2,7,14000,3,3
821000,7,115,39001,0,3
2550000,15,42,42000,2,2
341000,21,150,20000,2,0
901000,10,138,21000,3,3
740000,20,48,46000,4,3
1201000,6,82,51100,1,1
720000,1,9,13000,3,3
880000,6,133,21000,4,3
730000,8,99,31000,1,3
440000,28,106,12000,1,3
750000,6,82,26000,1,3
1460000,14,86,22000,3,1
1726000,18,1,19600,4,1
2300000,8,143,43000,3,2
692500,6,2,16500,3,3
516000,16,127,17001,0,3
13500,25,130,25000,2,0
13500,5,35,20000,3,0
1920000,0,141,24000,1,1
1575000,18,51,22500,1,1
940000,13,38,14000,4,3
13500,8,61,41000,1,0
1362000,5,35,20200,3,1
950000,8,151,19000,4,3
365000,20,15,24000,2,0
580000,14,84,54000,4,3
500000,8,64,49000,0,3
1300000,23,20,14000,3,1
13500,0,113,24000,3,0
13500,10,56,22000,4,0
575000,16,120,21000,3,3
13500,28,106,13001,1,0
600000,27,142,53000,0,3
970000,5,109,25000,0,3
2640000,8,118,18000,0,2
440000,10,138,21001,3,3
1000000,7,52,10001,3,3
13500,9,107,22000,0,0
680000,7,116,60001,1,3
13500,20,15,24001,2,0
1741000,5,45,46101,3,1
13500,24,0,23001,4,0
2325000,27,112,22501,1,2
545000,17,46,22001,1,3
655000,15,145,17001,1,3
2920000,25,83,51001,4,2
488000,14,68,25001,1,3
13500,9,27,39001,3,0
1510000,15,42,20001,2,1
13500,9,12,43001,4,0
370000,28,81,69001,2,0
1151000,13,73,15101,3,1
370000,4,57,60001,2,0
580000,29,24,18001,1,3
13500,3,105,29001,1,0
847000,0,113,17001,3,3
1690000,8,64,49000,0,1
405000,26,65,22000,0,3
620000,29,124,21000,4,3
420000,29,123,22000,0,3
13500,25,125,33000,0,0
1072000,21,150,75200,2,3
1210000,27,142,53000,0,1
428000,28,71,35000,0,3
470000,18,51,17000,1,3
510000,1,9,42000,3,3
440000,5,89,10000,2,3
13500,2,4,16001,4,0
460000,0,113,34001,3,3
865000,5,89,12000,2,3
488000,16,25,22000,3,3
940000,3,105,45000,1,3
570000,29,124,21000,4,3
13500,8,60,14000,3,0
13500,8,99,31000,1,0
600000,18,97,39000,0,3
600000,7,115,20000,0,3
692000,18,97,45000,0,3
13500,3,88,20000,4,0
475000,1,9,24000,3,3
13500,9,27,31000,3,0
738000,6,82,20000,1,3
355000,25,85,18000,1,0
590000,19,66,53000,1,3
1700000,11,76,21000,0,1
1080000,26,65,17000,0,3
428000,13,152,19000,1,3
2315000,11,76,22500,0,2
798000,20,21,36000,1,3
725000,0,113,17000,3,3
352000,21,150,75000,2,0
723000,1,9,24000,3,3
336000,27,136,27000,2,0
685000,16,120,21000,3,3
550000,8,61,18000,1,3
13500,25,83,45000,4,0
620000,7,52,22000,3,3
620000,18,51,18000,1,3
1025000,7,17,22500,2,3
490000,4,58,28000,4,3
911000,6,133,26000,4,3
805000,4,34,28000,1,3
510000,14,54,27000,0,3
13500,20,137,60001,4,0
1269000,25,126,11901,3,1
13500,4,50,69000,3,0
2115000,18,51,19500,1,1
500000,14,84,46000,4,3
13500,21,110,27001,1,0
13500,27,112,28001,1,0
13500,5,95,44001,1,0
614000,8,118,18000,0,3
335000,2,7,21000,3,0
1900000,15,145,18000,1,1
770000,2,3,9000,1,3
659500,28,81,19500,2,3
660000,7,17,22000,2,3
1150000,22,72,31001,3,1
1190000,16,120,18001,3,1
760500,9,107,27500,0,3
13500,19,108,21000,0,0
655000,2,7,16001,3,3
435000,10,138,21001,3,3
620000,7,116,15001,1,3
1667500,19,108,21750,0,1
600000,28,69,25001,3,3
685000,28,18,45000,0,3
13500,6,41,46000,0,0
755000,22,63,43000,0,3
13500,16,90,18000,0,0
850000,28,18,45000,0,3
380000,9,107,27000,0,0
2000000,17,131,26000,4,1
2400000,4,58,34000,4,2
2270000,22,19,19000,1,2
2600000,26,104,19000,3,2
1890000,21,110,71000,1,1
600000,9,27,31001,3,3
450000,15,101,19001,4,3
2065000,19,66,26501,1,1
390000,28,81,69001,2,3
350000,8,99,22001,1,0
450000,29,124,21001,4,3
645000,6,133,21001,4,3
13500,5,109,42000,0,0
1712000,16,23,17201,1,1
13500,20,137,60001,4,0
429000,10,138,20000,3,3
495000,28,81,33000,2,3
13500,6,82,51000,1,0
820000,14,68,25000,1,3
13500,18,1,19000,4,0
456000,19,14,21000,1,3
566000,8,43,19000,4,3
408000,2,7,14000,3,3
1040000,29,122,22000,4,3
1015000,18,51,21500,1,3
670000,5,109,27000,0,3
670000,1,8,12000,0,3
931000,9,40,43000,1,3
810000,9,27,22000,3,3
770000,3,105,45000,1,3
400000,4,58,34000,4,3
750000,13,152,19000,1,3
535000,29,122,42000,4,3
690000,7,115,21001,0,3
575000,6,82,51000,1,3
580000,27,30,29001,1,3
425000,2,3,19000,1,3
520000,21,102,27000,3,3
470000,21,110,27001,1,3
920000,28,81,22000,2,3
996000,7,115,45000,0,3
750000,28,106,31001,1,3
524000,15,101,19001,4,3
1305000,22,63,43500,0,1
13500,10,56,22000,4,0
13500,5,95,17000,1,0
480000,9,12,21000,4,3
571000,4,57,29000,2,3
13500,28,81,22000,2,0
1460000,13,73,36001,3,1
780000,17,46,28000,1,3
675000,25,126,11000,3,3
800000,22,75,42000,2,3
510000,28,81,69000,2,3
13500,19,153,26000,2,0
910500,12,121,45501,2,3
13500,3,105,62001,1,0
13500,8,43,19001,4,0
675000,21,150,12001,2,3
13500,11,76,21000,0,0
750000,2,4,21001,4,3
722000,5,93,31001,2,3
1450000,5,91,25000,0,1
1115000,7,79,11501,4,1
1060000,19,66,20001,1,3
940750,8,99,25751,1,3
13500,2,3,19001,1,0
800000,28,81,24001,2,3
560000,10,11,18001,1,3
695000,20,137,19001,4,3
465000,20,48,41001,4,3
275500,27,44,22501,2,0
400000,2,7,14001,3,3
600000,14,84,39000,4,3
1895000,21,102,9500,3,1
1110000,14,84,27000,4,1
651000,5,109,16000,0,3
1605000,19,108,16500,0,1
1225000,17,74,16500,3,1
502000,29,123,24000,0,3
1115000,14,84,18500,4,1
1350000,2,7,62000,3,1
1230000,23,32,22000,2,1
1165000,16,53,31500,4,1
13500,8,60,22000,3,0
1430000,16,120,10000,3,1
1077000,25,130,25700,2,3
1280000,5,35,20000,3,1
690000,4,58,38000,4,3
980000,28,106,20000,1,3
1595000,0,113,24500,3,1
630000,7,139,37000,1,3
3225000,10,138,13500,3,2
13500,7,52,24000,3,0
13500,28,106,9000,1,0
935000,5,109,21000,0,3
320000,5,93,19001,2,0
13500,16,23,12001,1,0
13500,5,109,15000,0,0
1828500,7,116,60851,1,1
1211000,5,91,16100,0,1
400000,22,75,69001,2,3
1650000,8,151,17001,4,1
3950000,6,2,26000,3,2
13500,11,76,22000,0,0
587500,3,105,12500,1,3
560000,18,96,16000,3,3
13500,21,150,20000,2,0
13500,0,141,23000,1,0
13500,5,89,42000,2,0
13500,16,129,14000,1,0
440000,27,136,12000,2,3
640000,8,47,11000,2,3
880000,15,101,27000,4,3
1048700,8,61,22870,1,3
400000,28,81,24000,2,3
1215000,4,34,75500,1,1
1180000,7,17,16000,2,1
1117000,28,106,21700,1,1
420000,5,77,22000,1,3
890000,7,31,19000,0,3
960000,7,115,20000,0,3
770000,19,66,18000,1,3
13500,28,106,13000,1,0
755000,18,97,45000,0,3
620000,11,76,21000,0,3
1410000,26,65,17000,0,1
520000,6,41,46001,0,3
13500,19,111,32000,3,0
502500,22,72,31500,3,3
365000,13,152,13000,1,0
405000,8,143,69000,3,3
13500,2,4,21000,4,0
620500,18,51,18500,1,3
730000,17,148,28000,2,3
260000,20,21,26000,1,0
665000,6,82,20000,1,3
625000,5,45,35000,3,3
13500,18,55,25000,0,0
756000,15,101,19000,4,3
1195000,27,87,33500,3,1
475000,29,24,12000,1,3
542000,14,68,25000,1,3
427500,5,45,45500,3,3
851000,19,92,22000,4,3
13500,8,60,41001,3,0
765000,27,142,24000,0,3
740000,11,76,49000,0,3
13500,29,122,22001,4,0
775000,7,52,31001,3,3
730000,22,19,20000,1,3
710000,17,74,16000,3,3
799000,25,85,49000,1,3
1285000,26,65,22500,0,1
881000,22,140,43000,4,3
555000,21,22,39000,0,3
4250000,20,21,36000,1,2
3500000,25,130,25000,2,2
560000,20,21,18000,1,3
568000,11,76,21000,0,3
1540000,1,9,25001,3,1
907000,19,92,22001,4,3
570000,20,137,34001,4,3
725000,9,27,31001,3,3
820000,9,40,25000,1,3
998000,20,15,71000,2,3
13500,22,140,43000,4,0
1030000,14,84,39000,4,3
498000,20,48,15000,4,3
410000,1,9,25000,3,3
1400000,6,41,19000,0,1
547000,25,125,12000,0,3
13500,2,4,69000,4,0
13500,11,76,22000,0,0
450000,7,149,31000,3,3
651800,8,61,18801,1,3
639000,4,50,69001,3,3
574000,26,104,19001,3,3
13500,6,133,19001,4,0
765000,14,86,54001,3,3
680000,5,45,22001,3,3
13500,15,42,82001,2,0
730000,8,59,11001,2,3
13500,5,109,42000,0,0
648000,20,21,36001,1,3
13500,5,91,24000,0,0
1526000,8,43,62601,4,1
664000,3,37,17000,0,3
1343500,28,69,20351,3,1
1500000,2,4,18001,4,1
1490000,21,110,16001,1,1
1290000,7,149,31001,3,1
652500,16,127,38500,0,3
13500,20,137,14000,4,0
13500,0,141,29000,1,0
880000,17,74,71000,3,3
625000,14,67,17000,2,3
13500,6,2,22000,3,0
470000,21,22,22000,0,3
13500,20,21,19000,1,0
2020000,27,112,27000,1,1
3100000,5,29,24000,4,2
1850000,23,32,32000,2,1
2020000,13,38,36000,4,1
491500,28,71,17500,0,3
1200000,3,119,19000,2,1
547500,20,13,17500,0,3
1250000,17,74,19000,3,1
13500,8,47,29000,2,0
630000,21,102,27000,3,3
1560000,13,38,36000,4,1
2265000,20,137,14500,4,2
4300000,28,106,9000,1,2
840000,19,66,12000,1,3
1780000,8,151,31000,4,1
1315000,6,41,19500,0,1
13500,21,102,29000,3,0
1995000,7,149,31500,3,1
13500,2,7,62000,3,0
13500,17,148,14000,2,0
535000,18,1,18000,4,3
815000,16,53,31000,4,3
13500,0,113,17000,3,0
13500,28,81,16000,2,0
875000,29,123,21000,0,3
445000,7,117,22000,2,3
1150000,16,129,71000,1,1
1030000,22,72,12000,3,3
1350000,18,51,18000,1,1
1075000,5,109,27500,0,3
1230000,27,112,27000,1,1
720000,1,9,25000,3,3
460000,1,10,44000,2,3
1750000,1,8,12000,0,1
1010000,9,40,25000,1,3
820000,29,122,17000,4,3
820000,4,57,60000,2,3
330000,25,130,36000,2,0
13500,9,27,12000,3,0
1300000,7,115,21000,0,1
955000,6,41,46000,0,3
427000,8,62,13000,2,3
1200000,8,43,19000,4,1
341000,22,19,11000,1,0
815500,5,109,21500,0,3
770000,5,109,15000,0,3
500000,5,77,21000,1,3
1015000,12,121,20500,2,3
915000,19,92,54000,4,3
380000,22,140,43000,4,0
468000,20,48,41000,4,3
840000,27,142,24000,0,3
380000,2,3,22000,1,0
600000,8,99,43000,1,3
530000,5,35,20000,3,3
434000,6,2,16000,3,3
592000,29,122,26000,4,3
13500,8,61,18000,1,0
885000,27,136,12000,2,3
611000,1,9,27000,3,3
622000,21,22,39000,0,3
1220000,29,122,36001,4,1
1155000,8,62,13501,2,1
1105000,0,141,28501,1,1
13500,20,48,46000,4,0
1337500,7,115,39750,0,1
637000,3,88,20000,4,3
431000,17,74,9000,3,3
13500,19,66,53001,1,0
13500,29,122,22001,4,0
13500,9,40,25001,1,0
663000,20,21,26001,1,3
520000,7,116,24000,1,3
1160500,28,69,25050,3,1
940000,15,42,82000,2,3
13500,29,122,29000,4,0
13500,16,53,31000,4,0
765000,27,142,24001,0,3
650000,14,84,27001,4,3
416000,8,47,29001,2,3
13500,8,118,61000,0,0
950000,26,65,26001,0,3
697500,25,125,61501,0,3
1380000,15,145,33001,1,1
807000,14,54,34001,0,3
13500,26,104,57001,3,0
950000,29,122,42001,4,3
590000,17,100,9001,2,3
550000,0,113,34001,3,3
695500,22,19,19501,1,3
512000,14,84,22001,4,3
582000,13,73,15000,3,3
1335000,18,51,19500,1,1
625000,3,119,19000,2,3
13500,22,63,43000,0,0
1350000,7,115,25000,0,1
505000,4,57,60000,2,3
695000,8,151,19000,4,3
905000,18,51,21000,1,3
13500,9,27,12000,3,0
320000,28,69,20000,3,0
360000,17,46,33000,1,0
13500,8,62,38001,2,0
657500,22,140,43501,4,3
13500,28,106,13001,1,0
5050000,8,62,13001,2,2
445000,2,4,16001,4,3
750000,5,95,20001,1,3
1180000,6,2,26001,3,1
470000,4,57,13000,2,3
485000,21,150,20000,2,3
290000,24,0,26000,4,0
13500,21,110,71000,1,0
1525000,18,1,20500,4,1
780000,9,27,12000,3,3
13500,21,150,20000,2,0
595000,5,35,20000,3,3
370000,5,89,12000,2,0
2138000,28,81,16800,2,1
2030000,16,128,17000,2,1
13500,28,28,16000,4,0
691000,18,55,25000,0,3
900000,5,109,21000,0,3
13500,15,145,17000,1,0
610000,2,7,16001,3,3
890000,2,3,19001,1,3
301000,16,129,71001,1,0
865000,20,21,15001,1,3
775000,1,9,42001,3,3
436000,7,17,39001,2,3
695000,22,72,26001,3,3
675500,9,107,27500,0,3
432000,19,153,26001,2,3
650000,0,141,23001,1,3
846000,14,84,13001,4,3
970000,18,55,27000,0,3
2850000,17,148,14001,2,2
1000000,22,72,26001,3,3
1195000,14,84,13501,4,1
978000,7,115,19000,0,3
560000,7,117,22001,2,3
665000,19,108,22000,0,3
1450000,20,137,60000,4,1
580000,8,60,10000,3,3
461500,18,1,19500,4,3
650000,4,57,31000,2,3
1230000,9,40,45000,1,1
1000000,19,108,75000,0,3
13500,3,88,20000,4,0
805000,1,9,24000,3,3
1855000,9,27,31500,3,1
1377000,6,82,20700,1,1
13500,25,85,18000,1,0
13500,27,36,14000,3,0
630000,5,109,15000,0,3
860000,8,47,20000,2,3
1275000,17,74,16500,3,1
450000,20,137,22000,4,3
13500,7,49,21000,4,0
836000,18,1,19001,4,3
855333,16,127,38330,0,3
770000,27,136,12001,2,3
612000,27,36,25001,3,3
401000,28,81,69001,2,3
635000,27,30,34001,1,3
380000,16,25,29001,3,0
800000,9,12,19001,4,3
13500,17,74,71001,3,0
960000,3,105,29001,1,3
636000,17,131,39001,4,3
575000,26,104,19001,3,3
1240000,6,133,46000,4,1
1020000,27,36,31000,3,3
915000,7,115,57000,0,3
13500,7,52,27000,3,0
13500,9,103,27000,2,0
1588000,9,27,22800,3,1
665000,19,66,53000,1,3
650000,19,108,21000,0,3
780000,16,90,25000,0,3
1551000,13,152,19100,1,1
13500,6,41,42000,0,0
743000,20,21,36000,1,3
13500,14,84,46000,4,0
912000,27,142,24000,0,3
550000,27,142,24000,0,3
365000,9,107,27000,0,0
1470000,20,21,18000,1,1
665000,19,111,38000,3,3
491000,17,46,33001,1,3
650000,28,81,45001,2,3
420000,2,7,31001,3,3
900000,1,8,27000,0,3
780000,6,144,17001,4,3
570000,5,29,17001,4,3
1640000,17,46,33001,1,1
800000,22,140,18001,4,3
620000,28,81,24001,2,3
13500,29,122,36001,4,0
720000,5,89,10001,2,3
13500,16,25,29001,3,0
625000,20,48,41001,4,3
620500,18,70,42501,2,3
490000,8,47,20001,2,3
646000,15,42,82001,2,3
656000,18,51,17001,1,3
470000,21,102,27001,3,3
1507000,20,137,34701,4,1
1140000,18,51,17001,1,1
880000,15,42,42001,2,3
345000,16,129,14001,1,0
1000000,6,2,26000,3,3
1901000,7,117,22100,2,1
13500,8,60,10000,3,0
2600000,28,106,12000,1,2
905000,3,119,46000,2,3
650000,21,150,75000,2,3
2550000,10,56,22000,4,2
13500,7,115,45000,0,0
1750000,25,85,18000,1,1
956000,17,148,14000,2,3
13500,6,82,20000,1,0
1290000,18,97,39001,0,1
1077000,22,72,19700,3,3
13500,28,28,17000,4,0
13500,16,90,25001,0,0
700000,21,150,20000,2,3
420000,0,113,17000,3,3
13500,21,150,75000,2,0
1535000,1,9,24500,3,1
612500,27,136,27500,2,3
2410000,16,120,21000,3,2
690000,8,61,18000,1,3
1410000,25,83,45000,4,1
695000,7,52,22000,3,3
715000,18,51,18001,1,3
2375000,7,17,22501,2,2
530000,4,58,28001,4,3
752000,6,133,26001,4,3
1980000,4,34,28001,1,1
1055000,2,3,9501,1,3
1976000,28,81,19601,2,1
382000,7,17,22000,2,0
370000,16,25,22000,3,0
390000,16,25,22000,3,3
270000,5,35,20000,3,0
386000,12,121,27001,2,0
659000,8,62,14001,2,3
1050000,19,111,38001,3,3
671000,19,92,16001,4,3
13500,27,36,31001,3,0
13500,5,35,14001,3,0
13500,21,110,71001,1,0
545000,22,19,11001,1,3
717000,16,127,38000,0,3
570000,17,74,71001,3,3
432000,2,7,31000,3,3
585000,27,16,18000,4,3
817000,1,8,27000,0,3
520000,5,45,25001,3,3
13500,22,140,28001,4,0
660000,16,120,10001,3,3
13500,0,113,17001,3,0
812000,27,136,16001,2,3
13500,27,44,41001,2,0
682000,27,30,31001,1,3
575000,7,149,25001,3,3
720000,16,129,33001,1,3
380000,13,73,36001,3,0
651000,22,63,43000,0,3
750000,10,56,26001,4,3
571000,8,151,31001,4,3
885000,5,109,16000,0,3
782000,11,76,22001,0,3
590000,17,100,9001,2,3
501500,16,120,21501,3,3
1750000,20,80,18001,3,1
1153000,5,89,10301,2,1
682500,4,57,29500,2,3
1160000,16,25,29000,3,1
1390000,27,36,45000,3,1
13500,14,84,39000,4,0
1325000,4,135,44500,0,1
13500,7,149,41000,3,0
210000,16,128,26000,2,0
13500,8,143,22000,3,0
13500,28,106,12000,1,0
895500,8,61,41501,1,3
13500,25,125,61001,0,0
1900000,7,31,23000,0,1
1665000,29,123,32500,0,1
703000,6,39,12001,2,3
1900000,17,131,39001,4,1
910000,9,27,22001,3,3
480000,18,97,39000,0,3
451000,27,142,53000,0,3
1300000,8,64,24000,0,1
745000,16,23,17001,1,3
710000,14,54,34001,0,3
